Product_ID,Product_Name,Brand,Category,Price,Discount_Percentage,Seller_ID,Seller_Rating,Total_Sales,Return_Rate,Seller_Verified,Customer_Reviews,Review_Sentiment,Product_Rating,Number_of_Reviews,Image_Similarity_Score,Logo_Recognition,Watermark_Detection,Manufacturing_Country,QR_Code_Availability,Reported_As_Fake_By_Users,Price_Anomaly,Keyword_Mismatch,Fraudulent_Seller_Flag,Is_Counterfeit
P0249,Ray-Ban Sunglasses,Nike,Electronics,89686,7,S0249,2.3,4127,0.47,No,Definitely a counterfeit item.,Negative,2.8,3967,0.5,No,No,USA,Yes,392,Yes,No,Yes,1
P0250,Rolex Watch,Rolex,Electronics,7040,69,S0250,4.0,3430,0.25,Yes,Satisfactory purchase.,Neutral,2.0,2106,0.65,No,No,India,No,482,Yes,Yes,Yes,1
P0251,Nike Shoes,Ray-Ban,Clothing,98268,40,S0251,3.1,5855,0.19,Yes,Satisfactory purchase.,Negative,2.4,129,0.51,Yes,Yes,Germany,Yes,394,No,Yes,Yes,0
P0252,Ray-Ban Sunglasses,Ray-Ban,Accessories,82458,67,S0252,1.8,4788,0.08,Yes,Definitely a counterfeit item.,Neutral,4.3,4802,0.12,Yes,No,India,No,190,Yes,No,Yes,0
P0253,Ray-Ban Sunglasses,Nike,Electronics,69378,12,S0253,4.5,3916,0.39,No,Worth the price.,Negative,4.7,3997,0.31,Yes,Yes,India,No,363,No,No,No,1
P0254,Rolex Watch,Rolex,Accessories,42346,48,S0254,4.5,3647,0.37,No,The logo is slightly different.,Neutral,1.7,852,0.8,Yes,No,China,No,459,Yes,No,No,0
P0255,Nike Shoes,Rolex,Clothing,76432,59,S0255,4.5,2963,0.19,No,Not the original product.,Neutral,2.5,4104,0.86,No,Yes,China,No,322,No,Yes,No,0
P0256,Rolex Watch,Rolex,Clothing,17982,1,S0256,2.0,5939,0.01,No,Worth the price.,Neutral,4.7,2077,0.14,Yes,No,Germany,No,180,No,No,Yes,1
P0257,Nike Shoes,Adidas,Shoes,23911,59,S0257,2.8,286,0.42,Yes,Great quality product!,Neutral,1.2,2995,0.95,Yes,Yes,Vietnam,No,422,No,No,Yes,1
P0258,Adidas T-Shirt,Apple,Electronics,51475,4,S0258,4.9,2009,0.01,Yes,Seller is reliable and product is genuine.,Neutral,1.4,3745,0.33,Yes,Yes,China,No,77,Yes,No,Yes,1
P0259,Apple iPhone,Adidas,Accessories,61045,43,S0259,4.1,1237,0.35,No,The logo is slightly different.,Neutral,1.7,2757,0.66,Yes,No,Vietnam,Yes,439,No,No,No,0
P0260,Apple iPhone,Apple,Shoes,79297,26,S0260,1.1,6347,0.49,Yes,I love this product!,Neutral,3.4,1645,0.75,Yes,No,USA,No,411,Yes,No,Yes,1
P0261,Apple iPhone,Rolex,Electronics,52807,31,S0261,1.3,3745,0.22,Yes,Looks fake compared to original.,Neutral,1.6,4372,0.81,No,Yes,China,Yes,74,No,Yes,No,0
P0262,Rolex Watch,Rolex,Shoes,3593,20,S0262,2.9,705,0.12,No,The product stopped working in 2 days.,Neutral,4.9,3145,0.95,Yes,No,China,No,294,No,No,Yes,0
P0263,Adidas T-Shirt,Adidas,Clothing,77758,7,S0263,4.6,9511,0.35,No,Would not recommend this seller.,Negative,2.8,243,0.31,No,Yes,Germany,No,280,No,Yes,No,1
P0264,Nike Shoes,Adidas,Electronics,22542,49,S0264,3.2,4162,0.41,No,Definitely a counterfeit item.,Neutral,3.0,4086,0.86,Yes,No,Vietnam,Yes,20,No,No,Yes,0
P0265,Ray-Ban Sunglasses,Apple,Shoes,53430,66,S0265,3.0,7911,0.27,No,I love this product!,Neutral,2.0,171,0.13,Yes,Yes,China,Yes,393,No,No,No,1
P0266,Nike Shoes,Ray-Ban,Shoes,44913,43,S0266,1.4,7480,0.48,No,Worth the price.,Neutral,2.9,653,0.71,Yes,No,China,No,170,Yes,No,Yes,1
P0267,Ray-Ban Sunglasses,Apple,Accessories,94123,57,S0267,3.6,7547,0.03,No,Suspicious branding on packaging.,Neutral,3.6,3513,0.74,Yes,Yes,Germany,Yes,14,Yes,Yes,Yes,0
P0268,Nike Shoes,Adidas,Shoes,98383,2,S0268,4.3,2851,0.25,Yes,Best deal in the market!,Positive,4.0,1500,0.68,Yes,No,Germany,No,210,Yes,Yes,No,0
P0269,Adidas T-Shirt,Adidas,Electronics,34256,69,S0269,2.5,4218,0.36,Yes,Not the original product.,Negative,4.0,2100,0.25,Yes,Yes,Vietnam,No,47,No,Yes,No,1
P0270,Ray-Ban Sunglasses,Nike,Electronics,53768,1,S0270,4.1,8743,0.43,No,Cheap materials used.,Neutral,3.3,2159,0.87,Yes,Yes,USA,Yes,85,No,No,Yes,1
P0271,Rolex Watch,Adidas,Accessories,39714,43,S0271,4.9,1098,0.09,Yes,The logo is slightly different.,Neutral,4.6,1973,0.17,Yes,No,USA,Yes,148,Yes,No,No,1
P0272,Nike Shoes,Nike,Electronics,82371,1,S0272,1.8,3373,0.4,No,Definitely a counterfeit item.,Neutral,4.3,3926,0.05,No,No,India,Yes,187,No,Yes,Yes,1
P0273,Nike Shoes,Ray-Ban,Clothing,29102,34,S0273,3.1,34,0.28,No,Suspicious branding on packaging.,Neutral,4.0,2259,0.72,Yes,Yes,China,Yes,371,No,Yes,No,1
P0274,Ray-Ban Sunglasses,Apple,Electronics,53831,29,S0274,2.1,9774,0.2,No,Cheap materials used.,Neutral,1.2,4040,0.48,No,Yes,Vietnam,No,491,No,No,Yes,1
P0275,Rolex Watch,Apple,Electronics,49401,7,S0275,4.2,6154,0.07,No,The logo is slightly different.,Neutral,1.0,2036,0.85,Yes,Yes,China,Yes,479,Yes,Yes,No,0
P0276,Rolex Watch,Nike,Shoes,63916,21,S0276,3.3,5678,0.43,Yes,The logo is slightly different.,Neutral,1.8,3272,0.38,No,Yes,Vietnam,Yes,305,Yes,No,Yes,0
P0277,Adidas T-Shirt,Apple,Shoes,32696,43,S0277,3.5,4246,0.08,No,Best deal in the market!,Neutral,3.7,858,0.17,Yes,No,Vietnam,Yes,150,Yes,Yes,Yes,0
P0278,Rolex Watch,Adidas,Electronics,6126,57,S0278,4.2,9969,0.15,Yes,Satisfactory purchase.,Neutral,2.6,3824,0.84,Yes,Yes,Vietnam,Yes,140,Yes,Yes,Yes,0
P0279,Rolex Watch,Rolex,Accessories,7924,35,S0279,2.6,8078,0.15,No,Suspicious branding on packaging.,Negative,2.6,1050,0.55,Yes,Yes,China,Yes,68,Yes,Yes,No,1
P0280,Rolex Watch,Nike,Shoes,13357,68,S0280,4.7,2245,0.44,No,Highly recommended!,Neutral,4.5,3991,0.19,No,Yes,Germany,No,259,No,No,Yes,0
P0281,Apple iPhone,Apple,Accessories,20482,30,S0281,3.1,7305,0.34,No,Worth the price.,Neutral,4.6,299,0.72,No,No,China,No,475,No,No,No,0
P0282,Adidas T-Shirt,Nike,Electronics,77461,46,S0282,1.6,8402,0.4,Yes,Highly recommended!,Neutral,4.6,924,0.51,No,Yes,Vietnam,Yes,333,No,Yes,No,1
P0283,Nike Shoes,Nike,Electronics,2480,54,S0283,3.8,8458,0.13,No,The product stopped working in 2 days.,Negative,2.3,4233,0.6,No,No,India,Yes,455,No,No,No,0
P0284,Ray-Ban Sunglasses,Rolex,Clothing,48790,61,S0284,4.2,3757,0.31,No,Highly recommended!,Neutral,3.8,4307,0.46,Yes,No,USA,No,8,Yes,No,Yes,1
P0285,Nike Shoes,Adidas,Shoes,26931,29,S0285,2.3,3185,0.29,No,Best deal in the market!,Neutral,2.1,2800,0.83,Yes,No,Vietnam,Yes,120,Yes,No,No,1
P0286,Adidas T-Shirt,Nike,Electronics,85476,54,S0286,4.4,4907,0.42,Yes,Best deal in the market!,Neutral,1.8,4876,0.83,Yes,No,India,No,370,No,No,No,1
P0287,Ray-Ban Sunglasses,Apple,Clothing,83211,15,S0287,4.6,5047,0.45,Yes,Highly recommended!,Neutral,1.7,4063,0.71,No,No,Germany,No,418,Yes,Yes,No,1
P0288,Adidas T-Shirt,Ray-Ban,Shoes,26885,11,S0288,2.1,7437,0.01,Yes,Packaging looks authentic.,Negative,2.4,4046,0.11,Yes,No,Vietnam,Yes,100,No,No,Yes,1
P0289,Rolex Watch,Nike,Electronics,38658,16,S0289,4.9,8615,0.34,No,Satisfactory purchase.,Neutral,2.7,1803,0.84,No,No,India,No,148,No,No,No,0
P0290,Ray-Ban Sunglasses,Nike,Electronics,23519,15,S0290,1.6,2024,0.03,Yes,Would not recommend this seller.,Neutral,4.3,2714,0.67,No,Yes,Vietnam,Yes,441,No,Yes,No,0
P0291,Rolex Watch,Rolex,Shoes,19139,11,S0291,1.8,1391,0.27,No,Satisfactory purchase.,Positive,1.5,4507,0.7,No,Yes,China,Yes,145,No,No,No,0
P0292,Nike Shoes,Adidas,Shoes,86030,7,S0292,1.7,1108,0.14,Yes,Best deal in the market!,Neutral,3.9,2854,0.36,No,No,India,No,352,Yes,No,No,1
P0293,Nike Shoes,Ray-Ban,Shoes,22063,2,S0293,4.6,3436,0.15,Yes,Would not recommend this seller.,Neutral,3.1,2658,0.88,No,Yes,China,No,455,No,No,Yes,0
P0294,Ray-Ban Sunglasses,Apple,Electronics,39841,15,S0294,3.6,3665,0.18,No,The product stopped working in 2 days.,Neutral,2.2,4523,0.73,Yes,Yes,China,Yes,242,Yes,Yes,Yes,0
P0295,Ray-Ban Sunglasses,Ray-Ban,Electronics,6276,29,S0295,1.6,7948,0.31,Yes,I love this product!,Neutral,3.0,3347,0.11,No,No,India,No,240,No,Yes,No,0
P0296,Adidas T-Shirt,Apple,Clothing,36944,22,S0296,2.8,9111,0.17,No,Satisfactory purchase.,Negative,2.2,1472,0.41,No,Yes,USA,Yes,336,No,No,No,0
P0297,Adidas T-Shirt,Adidas,Accessories,69416,4,S0297,3.5,197,0.37,No,Suspicious branding on packaging.,Negative,3.4,2950,0.89,Yes,No,India,No,42,No,No,No,1
P0298,Rolex Watch,Apple,Shoes,9211,64,S0298,1.3,5419,0.2,Yes,Looks fake compared to original.,Neutral,2.7,942,0.05,No,Yes,USA,No,94,No,Yes,No,0
P0299,Ray-Ban Sunglasses,Rolex,Electronics,74818,29,S0299,4.5,2102,0.03,No,The logo is slightly different.,Positive,1.7,1908,0.96,No,No,Vietnam,Yes,225,Yes,Yes,Yes,1
P0300,Nike Shoes,Rolex,Electronics,83470,20,S0300,4.2,2140,0.39,No,Seller is reliable and product is genuine.,Neutral,1.5,4838,0.68,Yes,No,Vietnam,Yes,5,No,Yes,Yes,1
P0301,Adidas T-Shirt,Rolex,Shoes,86053,69,S0301,3.0,5252,0.14,Yes,Seller is reliable and product is genuine.,Neutral,3.2,1244,0.63,Yes,Yes,India,Yes,213,Yes,No,Yes,0
P0302,Adidas T-Shirt,Rolex,Accessories,31207,21,S0302,4.9,8559,0.22,Yes,Would not recommend this seller.,Negative,4.6,4424,0.27,Yes,Yes,Vietnam,No,205,No,No,Yes,1
P0303,Nike Shoes,Ray-Ban,Shoes,39610,31,S0303,2.7,5657,0.34,No,The logo is slightly different.,Neutral,2.4,1467,0.25,No,No,Germany,Yes,66,No,Yes,No,1
P0304,Adidas T-Shirt,Adidas,Accessories,62288,32,S0304,4.9,5195,0.17,Yes,Highly recommended!,Neutral,3.9,3958,0.94,Yes,No,China,Yes,395,No,No,No,1
P0305,Rolex Watch,Apple,Electronics,83379,15,S0305,3.7,5786,0.03,No,I love this product!,Neutral,3.6,1967,0.3,Yes,No,China,No,99,Yes,No,Yes,1
P0306,Ray-Ban Sunglasses,Apple,Accessories,39327,37,S0306,3.5,7923,0.19,No,Definitely a counterfeit item.,Neutral,4.7,376,0.78,Yes,Yes,USA,No,11,No,No,Yes,1
P0307,Nike Shoes,Rolex,Clothing,6155,13,S0307,1.7,7557,0.47,Yes,Cheap materials used.,Neutral,4.3,263,0.39,No,Yes,Vietnam,Yes,236,No,No,No,1
P0308,Ray-Ban Sunglasses,Rolex,Electronics,45359,35,S0308,4.5,7833,0.32,Yes,Cheap materials used.,Neutral,3.3,4363,0.14,Yes,Yes,USA,Yes,321,No,No,No,1
P0309,Adidas T-Shirt,Nike,Clothing,54125,22,S0309,2.7,7365,0.34,Yes,Suspicious branding on packaging.,Neutral,3.6,3389,0.01,No,Yes,China,Yes,257,No,No,No,0
P0310,Adidas T-Shirt,Adidas,Shoes,52598,65,S0310,1.6,6475,0.32,Yes,Cheap materials used.,Neutral,4.6,3396,0.54,No,No,China,Yes,398,No,No,No,0
P0311,Nike Shoes,Ray-Ban,Shoes,15751,1,S0311,1.1,1507,0.1,No,Highly recommended!,Positive,2.6,1945,0.98,Yes,No,Vietnam,No,406,Yes,Yes,No,1
P0312,Rolex Watch,Apple,Shoes,1026,64,S0312,3.2,2565,0.21,No,Packaging looks authentic.,Neutral,2.3,1894,0.37,No,No,Germany,No,412,Yes,Yes,Yes,1
P0313,Apple iPhone,Nike,Accessories,69260,66,S0313,3.1,5419,0.38,Yes,The logo is slightly different.,Negative,1.0,3635,0.36,No,No,Germany,Yes,336,No,Yes,Yes,0
P0314,Nike Shoes,Nike,Electronics,48337,51,S0314,3.9,2961,0.05,Yes,Packaging looks authentic.,Positive,4.3,1653,0.34,Yes,Yes,Vietnam,Yes,479,No,Yes,No,0
P0315,Apple iPhone,Apple,Shoes,12036,61,S0315,4.6,1248,0.14,No,The logo is slightly different.,Neutral,4.2,4142,0.52,No,No,Vietnam,Yes,134,Yes,Yes,No,0
P0316,Apple iPhone,Ray-Ban,Shoes,29041,22,S0316,1.3,9175,0.14,No,The logo is slightly different.,Neutral,1.4,3893,0.44,Yes,No,USA,No,221,No,Yes,Yes,0
P0317,Rolex Watch,Nike,Electronics,79583,25,S0317,3.9,4737,0.22,No,Satisfactory purchase.,Neutral,3.3,600,0.88,No,Yes,Vietnam,Yes,155,Yes,Yes,No,1
P0318,Apple iPhone,Nike,Shoes,51527,67,S0318,1.7,3975,0.49,No,Packaging looks authentic.,Neutral,2.9,4816,0.51,No,Yes,Germany,Yes,141,No,Yes,Yes,1
P0319,Apple iPhone,Adidas,Clothing,35031,54,S0319,4.4,5696,0.03,Yes,Worth the price.,Neutral,1.5,1913,0.51,Yes,No,Vietnam,No,427,No,Yes,Yes,0
P0320,Rolex Watch,Ray-Ban,Electronics,9212,5,S0320,4.3,9252,0.26,No,Packaging looks authentic.,Neutral,4.9,1293,0.14,Yes,Yes,USA,No,157,Yes,No,Yes,0
P0321,Apple iPhone,Nike,Electronics,65955,34,S0321,3.2,3711,0.09,No,Worth the price.,Positive,1.9,601,0.98,No,No,USA,Yes,464,No,No,Yes,0
P0322,Apple iPhone,Ray-Ban,Electronics,75244,21,S0322,3.8,2790,0.49,Yes,The product stopped working in 2 days.,Neutral,1.3,381,0.25,No,Yes,USA,Yes,415,Yes,Yes,No,0
P0323,Apple iPhone,Apple,Clothing,5609,42,S0323,2.3,7408,0.06,No,Best deal in the market!,Neutral,3.4,4214,0.07,Yes,Yes,USA,No,493,Yes,No,No,1
P0324,Nike Shoes,Rolex,Electronics,49768,14,S0324,2.9,1598,0.2,No,Great quality product!,Neutral,4.0,3638,0.66,No,No,India,Yes,325,Yes,No,Yes,0
P0325,Nike Shoes,Nike,Clothing,55115,59,S0325,4.3,2378,0.37,Yes,Looks fake compared to original.,Neutral,1.1,2164,0.6,No,Yes,Vietnam,Yes,370,No,Yes,No,0
P0326,Nike Shoes,Adidas,Electronics,83003,11,S0326,2.8,5799,0.35,Yes,Would not recommend this seller.,Neutral,3.6,4356,0.42,No,No,China,No,343,Yes,Yes,No,0
P0327,Rolex Watch,Apple,Accessories,30259,48,S0327,2.4,446,0.21,Yes,Seller is reliable and product is genuine.,Neutral,3.1,1099,0.42,No,Yes,Vietnam,No,261,Yes,Yes,No,1
P0328,Adidas T-Shirt,Ray-Ban,Shoes,86208,41,S0328,3.0,2838,0.17,No,Looks fake compared to original.,Positive,1.4,366,0.79,Yes,Yes,India,No,282,No,No,No,1
P0329,Apple iPhone,Apple,Accessories,60612,37,S0329,4.3,1566,0.2,No,Great quality product!,Neutral,1.7,2571,0.2,Yes,Yes,USA,Yes,337,No,No,Yes,1
P0330,Apple iPhone,Nike,Shoes,27089,44,S0330,2.3,7580,0.13,Yes,Highly recommended!,Neutral,3.3,3420,0.82,Yes,Yes,India,No,343,No,Yes,No,0
P0331,Rolex Watch,Ray-Ban,Clothing,30515,34,S0331,1.7,7490,0.1,Yes,I love this product!,Neutral,2.2,2477,0.65,Yes,Yes,Germany,No,228,No,No,Yes,0
P0332,Apple iPhone,Rolex,Accessories,29509,29,S0332,3.8,9506,0.24,No,Would not recommend this seller.,Neutral,4.8,791,0.42,Yes,No,Germany,Yes,375,No,No,Yes,0
P0333,Nike Shoes,Apple,Electronics,83809,29,S0333,4.3,192,0.13,Yes,The product stopped working in 2 days.,Negative,4.3,3570,0.46,Yes,Yes,Vietnam,Yes,279,No,No,No,1
P0334,Adidas T-Shirt,Nike,Shoes,62546,5,S0334,1.4,7200,0.14,Yes,Would not recommend this seller.,Neutral,4.9,747,0.26,No,No,Vietnam,No,357,Yes,Yes,Yes,1
P0335,Ray-Ban Sunglasses,Adidas,Shoes,26643,66,S0335,2.0,6697,0.33,Yes,Cheap materials used.,Neutral,2.0,313,0.75,Yes,Yes,China,No,289,No,No,No,0
P0336,Apple iPhone,Ray-Ban,Accessories,6654,6,S0336,1.6,5575,0.48,No,Best deal in the market!,Neutral,4.9,4634,0.51,No,No,China,Yes,167,Yes,No,No,0
P0337,Nike Shoes,Apple,Clothing,22304,51,S0337,2.4,7251,0.3,No,Not the original product.,Neutral,2.7,921,0.32,No,Yes,Germany,Yes,46,No,No,Yes,1
P0338,Ray-Ban Sunglasses,Apple,Accessories,42188,13,S0338,2.8,7661,0.04,No,Packaging looks authentic.,Neutral,2.4,1078,0.6,No,No,USA,No,462,Yes,No,No,0
P0339,Adidas T-Shirt,Rolex,Clothing,64788,14,S0339,4.0,5585,0.04,No,Seller is reliable and product is genuine.,Neutral,1.2,2830,1.0,Yes,No,India,No,202,Yes,No,Yes,0
P0340,Ray-Ban Sunglasses,Rolex,Clothing,51695,20,S0340,3.6,1599,0.48,No,Not the original product.,Neutral,1.2,2382,0.44,No,Yes,China,Yes,213,No,No,Yes,0
P0341,Nike Shoes,Adidas,Shoes,21081,34,S0341,3.5,9789,0.15,No,The product stopped working in 2 days.,Neutral,3.8,3619,0.92,Yes,Yes,China,No,245,No,No,No,1
P0342,Ray-Ban Sunglasses,Adidas,Accessories,53148,65,S0342,2.4,8861,0.05,Yes,Looks fake compared to original.,Neutral,2.8,798,0.35,No,Yes,USA,Yes,23,Yes,Yes,No,0
P0343,Rolex Watch,Nike,Accessories,30587,1,S0343,4.4,169,0.3,No,Seller is reliable and product is genuine.,Neutral,1.9,4444,0.05,No,No,USA,No,320,No,Yes,No,0
P0344,Ray-Ban Sunglasses,Nike,Clothing,50430,34,S0344,2.9,6565,0.31,No,Definitely a counterfeit item.,Neutral,3.5,273,0.2,Yes,No,Vietnam,Yes,273,No,No,Yes,0
P0345,Apple iPhone,Adidas,Accessories,33481,19,S0345,4.9,9213,0.32,Yes,Satisfactory purchase.,Neutral,2.0,3011,0.42,No,Yes,India,Yes,43,Yes,Yes,No,0
P0346,Apple iPhone,Adidas,Electronics,69798,9,S0346,3.5,8254,0.13,No,Packaging looks authentic.,Neutral,3.3,4816,0.22,No,Yes,USA,No,331,Yes,No,Yes,1
P0347,Rolex Watch,Ray-Ban,Electronics,46667,24,S0347,1.5,6856,0.01,No,Suspicious branding on packaging.,Neutral,2.4,1774,0.0,No,No,China,No,312,Yes,No,Yes,1
P0348,Nike Shoes,Rolex,Accessories,75804,65,S0348,3.7,2317,0.48,Yes,Definitely a counterfeit item.,Neutral,4.3,2548,0.92,No,No,China,Yes,362,No,No,No,1
P0349,Apple iPhone,Nike,Accessories,43908,24,S0349,2.3,1238,0.13,Yes,Packaging looks authentic.,Neutral,4.3,3165,0.84,Yes,Yes,Germany,No,155,No,Yes,No,0
P0350,Adidas T-Shirt,Rolex,Clothing,39999,53,S0350,3.7,7236,0.34,Yes,Packaging looks authentic.,Neutral,2.9,4781,0.74,No,No,USA,No,487,No,No,No,1
P0351,Apple iPhone,Rolex,Electronics,52769,32,S0351,1.3,5600,0.35,No,Satisfactory purchase.,Neutral,2.4,4718,0.17,No,Yes,Vietnam,No,379,No,No,Yes,0
P0352,Apple iPhone,Adidas,Electronics,39059,35,S0352,1.7,6929,0.31,Yes,Suspicious branding on packaging.,Neutral,2.5,947,0.12,Yes,Yes,India,Yes,198,Yes,Yes,No,1
P0353,Nike Shoes,Ray-Ban,Shoes,74819,13,S0353,4.4,5595,0.16,No,Satisfactory purchase.,Neutral,4.2,2666,0.07,No,Yes,Vietnam,No,406,No,Yes,Yes,0
P0354,Ray-Ban Sunglasses,Apple,Clothing,95817,64,S0354,1.9,9237,0.14,No,Great quality product!,Neutral,2.3,507,0.72,No,No,China,No,468,Yes,No,No,1
P0355,Apple iPhone,Ray-Ban,Shoes,96847,53,S0355,4.3,6056,0.3,No,Highly recommended!,Neutral,1.8,244,0.93,No,No,Vietnam,Yes,161,No,Yes,No,1
P0356,Rolex Watch,Ray-Ban,Electronics,49287,51,S0356,2.1,4955,0.43,No,Looks fake compared to original.,Neutral,1.3,506,0.43,No,No,China,No,394,No,Yes,Yes,1
P0357,Ray-Ban Sunglasses,Rolex,Clothing,35988,2,S0357,3.6,7937,0.47,Yes,The logo is slightly different.,Neutral,2.9,4518,0.12,Yes,No,China,No,469,Yes,No,Yes,0
P0358,Adidas T-Shirt,Ray-Ban,Accessories,74941,40,S0358,3.8,7026,0.05,Yes,Suspicious branding on packaging.,Neutral,2.9,3159,0.51,No,Yes,China,Yes,233,No,No,No,0
P0359,Nike Shoes,Nike,Clothing,75163,5,S0359,3.1,7768,0.08,No,Packaging looks authentic.,Neutral,4.4,3591,0.35,Yes,No,China,Yes,162,No,No,No,0
P0360,Adidas T-Shirt,Rolex,Accessories,22931,24,S0360,2.2,5096,0.47,Yes,Not the original product.,Neutral,1.9,1873,0.37,No,Yes,China,No,115,Yes,Yes,No,1
P0361,Ray-Ban Sunglasses,Nike,Accessories,62181,12,S0361,1.9,9466,0.37,No,Would not recommend this seller.,Neutral,2.5,3794,0.62,No,Yes,Germany,No,92,No,Yes,No,0
P0362,Ray-Ban Sunglasses,Apple,Clothing,63983,7,S0362,1.1,7171,0.44,No,Satisfactory purchase.,Neutral,4.2,1193,0.72,No,Yes,Vietnam,Yes,41,Yes,Yes,No,0
P0363,Ray-Ban Sunglasses,Rolex,Accessories,49653,20,S0363,2.2,1894,0.1,No,Packaging looks authentic.,Neutral,4.3,4426,0.11,Yes,No,Germany,Yes,283,Yes,No,Yes,0
P0364,Adidas T-Shirt,Apple,Shoes,6868,67,S0364,3.6,1819,0.29,Yes,Definitely a counterfeit item.,Neutral,2.5,4746,0.04,No,Yes,Germany,No,378,Yes,Yes,Yes,0
P0365,Ray-Ban Sunglasses,Rolex,Electronics,27924,24,S0365,4.8,3177,0.35,No,The product stopped working in 2 days.,Neutral,2.8,1465,0.99,No,Yes,USA,No,209,Yes,Yes,Yes,0
P0366,Adidas T-Shirt,Adidas,Accessories,45504,67,S0366,4.5,6362,0.34,No,Suspicious branding on packaging.,Neutral,2.2,391,0.23,Yes,No,USA,No,205,No,No,Yes,0
P0367,Ray-Ban Sunglasses,Ray-Ban,Shoes,84369,44,S0367,4.1,9019,0.2,Yes,Highly recommended!,Neutral,4.7,4477,0.05,Yes,Yes,USA,Yes,465,No,No,No,1
P0368,Rolex Watch,Adidas,Accessories,89152,59,S0368,4.2,6066,0.01,Yes,I love this product!,Neutral,1.5,3378,0.19,Yes,No,India,No,219,No,No,Yes,1
P0369,Ray-Ban Sunglasses,Apple,Electronics,57485,11,S0369,3.7,2447,0.29,Yes,I love this product!,Neutral,4.7,4838,0.04,Yes,No,USA,Yes,279,Yes,Yes,Yes,0
P0370,Adidas T-Shirt,Ray-Ban,Shoes,50569,31,S0370,2.0,6478,0.13,Yes,Seller is reliable and product is genuine.,Neutral,3.7,4916,0.39,No,No,Vietnam,Yes,135,No,No,Yes,1
P0371,Apple iPhone,Rolex,Electronics,52826,12,S0371,4.6,9090,0.23,No,Cheap materials used.,Neutral,3.1,673,0.8,No,Yes,Germany,Yes,105,No,Yes,No,1
P0372,Ray-Ban Sunglasses,Ray-Ban,Electronics,81561,30,S0372,3.7,5961,0.48,Yes,Great quality product!,Negative,1.1,2561,0.34,No,No,Vietnam,No,117,No,Yes,Yes,0
P0373,Apple iPhone,Nike,Shoes,23898,19,S0373,3.2,5286,0.2,No,Packaging looks authentic.,Neutral,2.9,1212,0.44,No,No,USA,No,236,No,No,No,0
P0374,Rolex Watch,Ray-Ban,Shoes,98893,17,S0374,1.4,8869,0.42,Yes,Suspicious branding on packaging.,Neutral,2.6,930,0.68,Yes,No,India,No,308,Yes,No,Yes,1
